icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
I481,0.9372638912010655,0.9261035485151558,0.917214195242628,0.9256672226855713,,0.9393821068947972,0.9659342349697679,0.860665394613838,,Persistent atrial fibrillation,I00-I99,4,0.9051627933979036,0.9630858674645424,0.8989219591021538,0.9499753013253212,33.0,14231,26.0,6171,0.886456874012947,0.9451688066124916,33.0,11780,26.0,5026,0.866001372039318,0.9709766238927842,11.0,5243,11.0,2907,,,0.0,7677,0.0,4197,0.8873515471816062,0.9753285229206086,11.0,7694,11.0,4202,0.937708367407322,0.9829087615013122,11.0,7694,11.0,4202,0.7989281326532364,0.9119865849614144,33.0,14231,26.0,6171,,,,14231,,6171,0.9704187521446406,0.93854391425848,0.989837047457695,4202,7694,11.0,11.0,IX
I5023,0.927460371035356,0.9293419105384986,0.9185492711641846,0.9196374022482894,,0.9370776747951362,0.9347079037800688,0.9214458755319977,,Acute on chronic systolic (congestive) heart failure,I00-I99,5,0.9184915691614152,0.9361534923315048,0.9197793826460838,0.9388459831476212,361.0,14231,183.0,6171,0.9064015969634056,0.9299582481384278,361.0,11780,183.0,5026,0.8989778339862824,0.9378031075000764,128.0,5243,84.0,2907,,,0.0,7677,0.0,4197,0.9211274400353432,0.9512761861085892,128.0,7694,84.0,4202,0.9187493368983268,0.9477763503789902,128.0,7694,84.0,4202,0.91123229265213,0.9306360125541688,361.0,14231,183.0,6171,,,,14231,,6171,0.927943472442506,0.912727065384388,0.9434923246502877,4202,7694,84.0,128.0,IX
I504,0.9098871573663888,0.9114793331211373,0.8972757312006895,0.9150367439231204,0.8050125966466858,0.9347735770668882,0.9323711638156825,0.9099086827921512,,Combined systolic (congestive) and diastolic (congestive) heart failure,I00-I99,4,0.896482004225254,0.9220094889402388,0.8987258449196815,0.9227235987782478,202.0,14231,110.0,6171,0.8822481587529183,0.9098070755600928,202.0,11780,110.0,5026,0.8933674022555351,0.9350245967507362,58.0,5243,48.0,2907,0.7204925864934921,0.8770458474755287,3.0,7677,2.0,4197,0.9185613945126534,0.949706508219242,58.0,7694,48.0,4202,0.9151783496141432,0.9479624435305596,58.0,7694,48.0,4202,0.8972341567277908,0.9224725738167764,202.0,14231,110.0,6171,,,,14231,,6171,0.930853850183342,0.9142497614026068,0.9479725956916808,4202,7694,48.0,58.0,IX
Z681,0.909641793401615,0.912980326815536,0.907736448204074,0.9236828334572695,,0.9347038304717017,0.9439854299928927,0.9073208150241491,,"Body mass index (BMI) 19.9 or less, adult",Z00-Z99,4,0.8828129902482033,0.9338091894984244,0.8848811164498329,0.937830451130867,104.0,14231,51.0,6171,0.8760410934686661,0.9323429524898528,104.0,11780,51.0,5026,0.8974931612610817,0.9485866159200668,56.0,5243,40.0,2907,,,0.0,7677,0.0,4197,0.9100500136613846,0.955901810526848,56.0,7694,40.0,4202,0.9234989985823632,0.962522628903389,56.0,7694,40.0,4202,0.8793659999966621,0.9323037460446356,104.0,14231,51.0,6171,,,,14231,,6171,0.9437633262260128,0.9218378856778144,0.9617797046899796,4202,7694,40.0,56.0,XXI
I441,0.8950970070687322,0.8983028101391765,0.8851308304891922,0.9174995835415625,0.9996091714434602,0.933941764450239,0.952732507605389,0.888391545287319,,"Atrioventricular block, second degree",I00-I99,4,0.8492219641804695,0.9355112671852112,0.8621162563562393,0.9352218985557555,61.0,14231,38.0,6171,0.8461314216256142,0.9246715396642684,60.0,11780,38.0,5026,0.8661959454417228,0.9621181920170784,23.0,5243,20.0,2907,0.9990880489349364,1.0,1.0,7677,1.0,4197,0.8893289178609848,0.970841671526432,24.0,7694,20.0,4202,0.9269518703222276,0.9765941128134727,24.0,7694,20.0,4202,0.8418941929936409,0.9292893633246422,61.0,14231,38.0,6171,,,,14231,,6171,0.9373152976966536,0.8964678168296815,0.9738895073533058,4202,7694,20.0,24.0,IX
V433,0.8972495282107474,0.9040309197309809,0.8890906485211099,0.9151250822909809,0.9367965932299136,0.9331990375468637,0.9280659541529107,0.888543924704288,,"Unspecified car occupant injured in collision with car, pick-up truck or van in nontraffic accident",V01-Y98,4,0.8771060243248939,0.9157025143504144,0.8849128425121308,0.9229644179344176,107.0,14231,43.0,6171,0.8660962983965874,0.9116505399346352,107.0,11780,43.0,5026,0.8827999904751778,0.941954691708088,35.0,5243,24.0,2907,0.912740421295166,0.961372421681881,6.0,7677,6.0,4197,0.9092227384448052,0.9549280405044556,35.0,7694,24.0,4202,0.8972666695713997,0.9529565840959549,35.0,7694,24.0,4202,0.8637960031628609,0.9091451287269592,107.0,14231,43.0,6171,,,,14231,,6171,0.9078357860966556,0.8700733125209809,0.9406058296561242,4202,7694,24.0,35.0,XX
I482,0.9196639091619379,0.9172297555160503,0.9084133396465283,0.9177846180154761,,0.9325372960880869,0.9482023793959995,0.8904700247995014,,Chronic atrial fibrillation,I00-I99,4,0.901149968802929,0.9352738305926322,0.8977698743343353,0.9347579255700112,102.0,14231,60.0,6171,0.8859073683619499,0.9304005905985832,102.0,11780,60.0,5026,0.8868749678134918,0.948713743686676,45.0,5243,36.0,2907,,,0.0,7677,0.0,4197,0.9033774673938753,0.9581442803144457,45.0,7694,36.0,4202,0.9199532732367516,0.9691427156329157,45.0,7694,36.0,4202,0.8628566473722458,0.9154475569725036,102.0,14231,60.0,6171,,,,14231,,6171,0.9457474470155868,0.9143370866775512,0.9705372124910354,4202,7694,36.0,45.0,IX
J9621,0.8339177366403685,0.8795613537530724,0.8669600393933915,0.9138404547486747,,0.9319046066927423,0.9514232942199043,0.8411952766462126,,Acute and chronic respiratory failure with hypoxia,J00-J99,5,0.7786402940750122,0.8844814240932465,0.8340141847729683,0.9227505147457122,41.0,14231,25.0,6171,0.8124119713902473,0.9115812301635742,41.0,11780,25.0,5026,0.8692036256194114,0.950366461277008,24.0,5243,17.0,2907,,,0.0,7677,0.0,4197,0.8975678846240044,0.964479811489582,24.0,7694,17.0,4202,0.9247145593166352,0.9722284853458404,24.0,7694,17.0,4202,0.7789720430970192,0.8968212515115738,41.0,14231,25.0,6171,,,,14231,,6171,0.9407811820947414,0.9075827479362488,0.9697587385773658,4202,7694,17.0,24.0,X
I44,0.8990477021831189,0.9124795472170005,0.9026804216741274,0.917600627337591,0.931112586865261,0.9317023773856812,0.928852392473205,0.9062722544549511,,Atrioventricular and left bundle-branch block,I00-I99,3,0.8803093805909157,0.9183653935790062,0.8981104001402855,0.9258846834301948,355.0,14231,213.0,6171,0.8861043944954872,0.9177396461367608,353.0,11780,212.0,5026,0.8939722925424576,0.9392406046390532,121.0,5243,94.0,2907,0.8284475147724152,0.9838904604315758,11.0,7677,11.0,4197,0.9127797722816468,0.9492412984371186,123.0,7694,95.0,4202,0.909754042327404,0.9468267664313316,123.0,7694,95.0,4202,0.8919442489743232,0.9196056351065636,355.0,14231,213.0,6171,,,,14231,,6171,0.9171302992913696,0.8972254931926728,0.936653719842434,4202,7694,95.0,123.0,IX
Z4501,0.8904172866438917,0.890233092249733,0.8787757537590093,0.9179801071155318,,0.9317011763684506,0.9352172591917352,0.8812032498798419,,Encounter for adjustment and management of cardiac pacemaker,Z00-Z99,5,0.8432407826185228,0.9292628839612008,0.8453673422336578,0.9271217912435532,49.0,14231,36.0,6171,0.8296135872602463,0.9195093795657158,49.0,11780,36.0,5026,0.8318658113479614,0.970456713438034,15.0,5243,14.0,2907,,,0.0,7677,0.0,4197,0.8642113983631134,0.975596821308136,15.0,7694,14.0,4202,0.880248174071312,0.97449491918087,15.0,7694,14.0,4202,0.8350529327988625,0.923728609085083,49.0,14231,36.0,6171,,,,14231,,6171,0.9312584103832964,0.8715275764465332,0.9748233437538149,4202,7694,14.0,15.0,XXI
Z450,0.9181982874531173,0.9203184488005096,0.9110393835616438,0.9158418220257544,,0.9315521296054352,0.9348053305461197,0.920844950817352,,Encounter for adjustment and management of cardiac device,Z00-Z99,4,0.8919882535934448,0.9408895581960678,0.8949158728122711,0.9399476364254952,100.0,14231,59.0,6171,0.8848666206002236,0.9327347844839096,100.0,11780,59.0,5026,0.8779222413897514,0.9466688320040704,40.0,5243,27.0,2907,,,0.0,7677,0.0,4197,0.9040688648819925,0.9569936633110048,40.0,7694,27.0,4202,0.895587757229805,0.9637063831090928,40.0,7694,27.0,4202,0.8954583585262299,0.9425099477171898,100.0,14231,59.0,6171,,,,14231,,6171,0.9305461196759864,0.89634720236063,0.9592516407370568,4202,7694,27.0,40.0,XXI
K72,0.8949426053152063,0.8863226833513087,0.870834522638041,0.9146697477373388,0.859940833550857,0.9311093668236525,0.9219701726844584,0.8509969997108552,,"Hepatic failure, not elsewhere classified",K00-K93,3,0.8649328783154487,0.9192865505814553,0.8602163076400757,0.9123585805296898,129.0,14231,82.0,6171,0.8407809525728226,0.8989910274744034,129.0,11780,82.0,5026,0.8668463543057442,0.9520905286073684,50.0,5243,41.0,2907,0.7218465074896813,0.96416337788105,15.0,7677,15.0,4197,0.8899216398596763,0.9623427644371988,50.0,7694,41.0,4202,0.8872575357556343,0.952224473655224,50.0,7694,41.0,4202,0.8190392047166825,0.8789126187562942,129.0,14231,82.0,6171,,,,14231,,6171,0.9284013605442176,0.888522632420063,0.9619486480951308,4202,7694,41.0,50.0,XI
I7025,0.8947193633786048,0.882116954117518,0.8649604696302609,0.9129908980968748,,0.9311047519944502,0.9273326396115158,0.8547096511427542,,Atherosclerosis of native arteries of other extremities with ulceration,I00-I99,5,0.8577599942684173,0.92645423412323,0.8357362315058708,0.9232811391353608,45.0,14231,27.0,6171,0.811185459792614,0.910463011264801,45.0,11780,27.0,5026,0.8240639269351959,0.9944857731461524,6.0,5243,5.0,2907,,,0.0,7677,0.0,4197,0.8608347401022911,0.9950028583407402,6.0,7694,5.0,4202,0.8608895003795624,0.9849413692951202,6.0,7694,5.0,4202,0.8182948589324951,0.8910426184535026,45.0,14231,27.0,6171,,,,14231,,6171,0.9186177592785292,0.830510750412941,0.9879863038659096,4202,7694,5.0,6.0,IX
Z9581,0.9303064772565697,0.9346974651965408,0.9269206057246523,0.9156847595132317,0.9358185610010428,0.9301206045294702,0.9170464708057979,0.9244225275648565,,Presence of other cardiac implants and grafts,Z00-Z99,5,0.9037055656313896,0.9516300931572914,0.9136552706360817,0.9553649231791496,165.0,14231,73.0,6171,0.904010847210884,0.9489397823810576,164.0,11780,73.0,5026,0.870966662466526,0.9533473819494248,66.0,5243,33.0,2907,0.8616974800825119,0.989924132823944,5.0,7677,4.0,4197,0.8907208234071732,0.9636203989386558,67.0,7694,33.0,4202,0.8626750946044922,0.9558989316225052,67.0,7694,33.0,4202,0.9017015770077704,0.9488739058375358,165.0,14231,73.0,6171,,,,14231,,6171,0.919244083763691,0.8723054885864258,0.955240486562252,4202,7694,33.0,67.0,XXI
R570,0.9160064252474429,0.9155570122599391,0.9018939393939394,0.9086862367661213,0.8327903036621921,0.9298325922050745,0.9313938660737641,0.911880802211041,,Cardiogenic shock,R00-R99,4,0.8928721308708191,0.9365217298269272,0.8893538609147071,0.9372588992118835,120.0,14231,81.0,6171,0.8725607171654701,0.925911420583725,120.0,11780,81.0,5026,0.8637401789426804,0.9436072915792464,48.0,5243,42.0,2907,0.70095674097538,0.97988862991333,4.0,7677,4.0,4197,0.8976542562246322,0.9585653319954872,48.0,7694,42.0,4202,0.8979860723018647,0.9590223744511605,48.0,7694,42.0,4202,0.8888254314661026,0.9338812589645386,120.0,14231,81.0,6171,,,,14231,,6171,0.926143299328625,0.8920955404639244,0.95591711550951,4202,7694,42.0,48.0,XVIII
Z6843,0.9101375003783027,0.9115689973468378,0.9071477369769427,0.9233865616844341,,0.9298232414429598,0.9401207816700776,0.9150292049592946,,"Body mass index (BMI) 50-59.9, adult",Z00-Z99,5,0.8771004244685173,0.9354674980044364,0.8870947882533073,0.9352686688303948,70.0,14231,41.0,6171,0.880948606133461,0.9310354471206664,70.0,11780,41.0,5026,0.8937109619379043,0.9502432361245156,26.0,5243,19.0,2907,,,0.0,7677,0.0,4197,0.9023853510618208,0.9554670453071594,26.0,7694,19.0,4202,0.9117354780435564,0.9644125908613204,26.0,7694,19.0,4202,0.8887302294373512,0.9376534193754196,70.0,14231,41.0,6171,,,,14231,,6171,0.9468821475863728,0.9229654297232628,0.9686285331845284,4202,7694,19.0,26.0,XXI
K3189,0.9024807943573865,0.9038038179702489,0.8948088884738146,0.9177804530489903,,0.9293367723123239,0.9209146126001296,0.8728975289263997,,Other diseases of stomach and duodenum,K00-K93,5,0.8668564856052399,0.9313562482595444,0.8665271162986755,0.9374320402741432,99.0,14231,57.0,6171,0.8571834921836853,0.9319836020469664,99.0,11780,57.0,5026,0.8650270402431488,0.9619823679327963,47.0,5243,34.0,2907,,,0.0,7677,0.0,4197,0.8770412936806679,0.9676150515675545,47.0,7694,34.0,4202,0.8638250887393951,0.962620320916176,47.0,7694,34.0,4202,0.8322319954633713,0.9116637453436852,99.0,14231,57.0,6171,,,,14231,,6171,0.9411005289238722,0.8928278729319572,0.9743854165077208,4202,7694,34.0,47.0,XI
Z7682,0.888186309567848,0.8876445781646897,0.8746246335827158,0.9152993667242372,,0.9291144609762464,0.8934636844166014,0.8360576093121902,,Awaiting organ transplant status,Z00-Z99,5,0.8518627494573593,0.9221942633390426,0.851230899989605,0.9199892431497574,86.0,14231,29.0,6171,0.8343349725008011,0.908582265675068,86.0,11780,29.0,5026,0.8570253759622574,0.96328237503767,32.0,5243,10.0,2907,,,0.0,7677,0.0,4197,0.8789996922016143,0.9696340084075928,32.0,7694,10.0,4202,0.8269760668277741,0.9530600100755692,32.0,7694,10.0,4202,0.7926860570907592,0.8775049075484276,86.0,14231,29.0,6171,,,,14231,,6171,0.8654887757765596,0.8024185329675675,0.9234383121132852,4202,7694,10.0,32.0,XXI
T8612,0.8475067104696987,0.9030687165757139,0.8895798578420847,0.9114814217780285,,0.9290999485684897,0.9441659523401338,0.8904821748524153,,Kidney transplant failure,S00-T98,5,0.8150432616472244,0.8775825053453445,0.8819955661892891,0.9244471311569212,62.0,14231,20.0,6171,0.8639134973287582,0.915661384165287,62.0,11780,20.0,5026,0.868082945048809,0.948469939827919,19.0,5243,8.0,2907,,,0.0,7677,0.0,4197,0.8979981869459153,0.9576961353421212,19.0,7694,8.0,4202,0.9081339210271836,0.9712267711758612,19.0,7694,8.0,4202,0.863904744386673,0.9151532590389252,62.0,14231,20.0,6171,,,,14231,,6171,0.9240253728784502,0.8680173859000206,0.9641551479697228,4202,7694,8.0,19.0,XIX
Z768,0.888202750581601,0.8876256709988738,0.8746087240127117,0.915287372865093,,0.9290859109892978,0.8935003915426782,0.836231884057971,,Persons encountering health services in other specified circumstances,Z00-Z99,4,0.8518845438957214,0.9222176671028136,0.8511883988976479,0.9199756145477296,86.0,14231,29.0,6171,0.8342872947454453,0.9085375621914864,86.0,11780,29.0,5026,0.8569855779409409,0.9632438212633132,32.0,5243,10.0,2907,,,0.0,7677,0.0,4197,0.8789527878165245,0.9696112260222436,32.0,7694,10.0,4202,0.8271840244531632,0.9530529960989952,32.0,7694,10.0,4202,0.7929025754332543,0.8777068182826042,86.0,14231,29.0,6171,,,,14231,,6171,0.8653215544244323,0.8022163048386574,0.9232087656855584,4202,7694,10.0,32.0,XXI
J948,0.8570457002514748,0.8534498460598369,0.8313395025124626,0.9100897190763347,0.7902931596091205,0.9285993303571428,0.9246837797619047,0.8405456062422149,,Other specified pleural conditions,J00-J99,4,0.8147205621004104,0.8941717609763146,0.8110534936189652,0.8982333064079284,48.0,14231,34.0,6171,0.7735819905996323,0.8793466597795486,47.0,11780,33.0,5026,0.8280964195728302,0.969603717327118,13.0,5243,11.0,2907,0.6633812338113785,0.9149296283721924,2.0,7677,2.0,4197,0.8688038349151611,0.9745572984218598,14.0,7694,12.0,4202,0.8707727983593941,0.9692144453525544,14.0,7694,12.0,4202,0.7893772572278976,0.8877551913261413,48.0,14231,34.0,6171,,,,14231,,6171,0.9005301339285715,0.8326479062438011,0.9516174852848052,4202,7694,12.0,14.0,X
I132,0.8910119509006559,0.885911126022421,0.872970753673102,0.909434072006049,,0.927654036778172,0.948487617329805,0.8957090135011627,,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",I00-I99,4,0.8560427069664002,0.9236819371581078,0.8502178326249122,0.9194737985730173,61.0,14231,26.0,6171,0.8294198781251907,0.9098380580544472,61.0,11780,26.0,5026,0.8705132231116295,0.9449680209159852,33.0,5243,23.0,2907,,,0.0,7677,0.0,4197,0.8955310165882111,0.9557191088795662,33.0,7694,23.0,4202,0.925096382200718,0.9695964843034744,33.0,7694,23.0,4202,0.8579975068569183,0.9279258519411088,61.0,14231,26.0,6171,,,,14231,,6171,0.9404698334341984,0.91399295181036,0.9643321663141252,4202,7694,23.0,33.0,IX
I502,0.9102365862506504,0.9106561480744639,0.898191465552144,0.9090601195940747,,0.9263094110713033,0.9215615749355972,0.9058402973045288,,Systolic (congestive) heart failure,I00-I99,4,0.9023395255208017,0.9184529021382332,0.9023992270231248,0.9190530613064766,915.0,14231,384.0,6171,0.8890471532940865,0.9072729051113128,915.0,11780,384.0,5026,0.8932312041521072,0.9232083946466446,328.0,5243,184.0,2907,,,0.0,7677,0.0,4197,0.913533130288124,0.9382380858063698,328.0,7694,184.0,4202,0.9077915415167808,0.9340344399213792,328.0,7694,184.0,4202,0.896983978152275,0.9136323466897012,915.0,14231,384.0,6171,,,,14231,,6171,0.9163087819447296,0.9020797535777092,0.9283404558897018,4202,7694,184.0,328.0,IX
Z952,0.8884085046993145,0.8795310402091725,0.8670022437540811,0.9096888803533706,0.9319218241042345,0.9256929549579277,0.9282743496672716,0.8409251112995548,,Presence of prosthetic heart valve,Z00-Z99,4,0.8619429737329483,0.913570123910904,0.8501037687063218,0.9041547641158104,80.0,14231,44.0,6171,0.8383115708827973,0.8974140286445618,78.0,11780,43.0,5026,0.8828758895397186,0.9354177594184876,36.0,5243,28.0,2907,0.8743484377861023,0.9871026873588562,2.0,7677,2.0,4197,0.903539951145649,0.9456733241677284,38.0,7694,30.0,4202,0.897424353659153,0.9570091500878334,38.0,7694,30.0,4202,0.8045812353491784,0.8762454941868782,80.0,14231,44.0,6171,,,,14231,,6171,0.9217503987240828,0.8842345535755157,0.9528298676013948,4202,7694,30.0,38.0,XXI
Z951,0.9033639120452892,0.907460808206648,0.8966936496830866,0.909290289620927,0.8736573168080017,0.9247263659142692,0.9061459414409737,0.8898245540586885,,Presence of aortocoronary bypass graft,Z00-Z99,4,0.8937119975686073,0.9136142313480378,0.8988302454352379,0.91651391685009,699.0,14231,276.0,6171,0.8860570192337036,0.9065309524536131,698.0,11780,275.0,5026,0.8936730727553368,0.9243206679821014,246.0,5243,144.0,2907,0.80718392431736,0.9413014948368073,12.0,7677,9.0,4197,0.9114233076572418,0.9373788371682168,247.0,7694,145.0,4202,0.8913784325122833,0.9205894842743874,247.0,7694,145.0,4202,0.8799865588545799,0.8997680231928825,699.0,14231,276.0,6171,,,,14231,,6171,0.8996802777413831,0.8852173060178756,0.9151166424155236,4202,7694,145.0,247.0,XXI
K762,0.8862687256310281,0.8750718243381901,0.8556572979259547,0.9041608611316013,0.9102597515420033,0.9241071428571429,0.9481026785714285,0.8860122101374923,,Central hemorrhagic necrosis of liver,K00-K93,4,0.8446143597364426,0.9265783727169036,0.8309495493769645,0.917248733341694,55.0,14231,45.0,6171,0.8093491211533547,0.9003461435437202,55.0,11780,45.0,5026,0.8322653248906136,0.962955103814602,14.0,5243,14.0,2907,0.8614773362874985,0.9899880647659302,3.0,7677,3.0,4197,0.8718921318650246,0.9725833162665368,14.0,7694,14.0,4202,0.9035768613219262,0.9838521867990494,14.0,7694,14.0,4202,0.8401741579174995,0.9243928357958794,55.0,14231,45.0,6171,,,,14231,,6171,0.9481119791666668,0.909647522866726,0.9816286370158196,4202,7694,14.0,14.0,XI
J94,0.8498187715957972,0.8521345462238206,0.8279197451719584,0.8980001639209901,0.8342671009771987,0.9234535746842036,0.916542952641403,0.8385572244552569,,Other pleural conditions,J00-J99,3,0.8089127719402314,0.8860799252986908,0.8101695448160171,0.8960228249430656,50.0,14231,36.0,6171,0.7740260496735573,0.8749949395656585,49.0,11780,35.0,5026,0.8255112126469613,0.953740718960762,14.0,5243,12.0,2907,0.703466284275055,0.9615685343742372,2.0,7677,2.0,4197,0.8684559002518654,0.96697199344635,15.0,7694,13.0,4202,0.8630615159869194,0.9612184211611748,15.0,7694,13.0,4202,0.7905968084931374,0.8848699107766151,50.0,14231,36.0,6171,,,,14231,,6171,0.8989712202109651,0.8290897503495217,0.951408788561821,4202,7694,13.0,15.0,X
I211,0.9295024021693981,0.9412010585742687,0.9345361052678125,0.9085453743197529,0.9231327994039858,0.922706378376213,0.9496559943116382,0.9349428782665716,,ST elevation (STEMI) myocardial infarction of inferior wall,I00-I99,4,0.8755819499492645,0.972495312988758,0.894505675137043,0.9794408455491066,54.0,14231,39.0,6171,0.8859806925058364,0.974142226576805,54.0,11780,39.0,5026,0.7929490059614184,0.9959153473377228,13.0,5243,11.0,2907,0.8122182607650756,0.9995145440101624,7.0,7677,6.0,4197,0.8218056410551071,0.9963290840387344,13.0,7694,11.0,4202,0.8774789094924926,0.9987649545073508,13.0,7694,11.0,4202,0.8911426335573196,0.9727433070540428,54.0,14231,39.0,6171,,,,14231,,6171,0.9182698566893333,0.8245621472597122,0.9909447953104972,4202,7694,11.0,13.0,IX
D65,0.8954933270713474,0.9020997221243787,0.8891490690281563,0.9031574587395654,,0.9225353640544997,0.9328950794064046,0.890925991154945,,Disseminated intravascular coagulation [defibrination syndrome],D50-D89,3,0.8459621489048005,0.9398933440446854,0.8379889458417893,0.9505271926522256,36.0,14231,28.0,6171,0.8258428856730461,0.9424869492650032,36.0,11780,28.0,5026,0.8269808799028396,0.9691045105457304,12.0,5243,11.0,2907,,,0.0,7677,0.0,4197,0.8539565443992615,0.9750290662050248,12.0,7694,11.0,4202,0.8726006716489791,0.9824488744139672,12.0,7694,11.0,4202,0.8277233257889748,0.9422659873962402,36.0,14231,28.0,6171,,,,14231,,6171,0.9214288813676994,0.8441596493124962,0.9861685663461686,4202,7694,11.0,12.0,III
I440,0.8689750916852736,0.9007890139639274,0.8907281001137656,0.9051781950565243,0.9980458572173007,0.9219767896727082,0.9075029338896856,0.892742691208626,,"Atrioventricular block, first degree",I00-I99,4,0.8216582953929901,0.9075970485806464,0.8584000036120415,0.9321858540177346,61.0,14231,40.0,6171,0.8503707036375999,0.92584877461195,60.0,11780,39.0,5026,0.8709696128964424,0.9366658151149748,24.0,5243,19.0,2907,0.9971339106559752,0.9989578127861024,1.0,7677,1.0,4197,0.8926256164908409,0.9486578643321992,25.0,7694,20.0,4202,0.8608710676431656,0.9476154670119286,25.0,7694,20.0,4202,0.8486397236585617,0.9299311742186548,61.0,14231,40.0,6171,,,,14231,,6171,0.8877924110053461,0.8451173052191734,0.9276531845331192,4202,7694,20.0,25.0,IX
Z45,0.913494916370618,0.9148795134290499,0.9049881355975311,0.9042629007604955,,0.9219244485663203,0.922628779404219,0.9141052321792689,,Encounter for adjustment and management of implanted device,Z00-Z99,3,0.884988859295845,0.9383629888296128,0.8890978455543518,0.9360284760594368,101.0,14231,60.0,6171,0.8770530894398689,0.9279216647148132,101.0,11780,60.0,5026,0.8641353979706764,0.9399185419082642,41.0,5243,28.0,2907,,,0.0,7677,0.0,4197,0.8884344190359116,0.9520757511258126,41.0,7694,28.0,4202,0.8740440979599953,0.9576425090432168,41.0,7694,28.0,4202,0.8874189764261246,0.9387400120496748,101.0,14231,60.0,6171,,,,14231,,6171,0.9138836037517568,0.8667753785848618,0.9532600596547128,4202,7694,28.0,41.0,XXI
